,suicides_per_100k
13858,13.270693
7387,17.70259
5611,16.792702
11176,0.0
11098,18.794638
452,0.0
14345,2.78072
14983,14.552127
4142,13.783236
8339,2.4390244
2444,19.919178
992,2.595681
12648,2.6355798
20043,11.933435
19023,6.835909
8220,3.7103686
17270,9.017511
18951,2.2796667
1347,11.454891
5156,15.833722
18455,8.413517
1214,14.102947
4452,5.4276247
15478,8.205071
19569,8.558269
9164,25.919146
16641,9.829198
19445,21.106379
10184,8.1758175
12833,4.2957754
15808,2.8035634
16949,0.37857077
2111,7.1729956
16454,7.1526494
15989,14.009887
9546,12.963696
11178,0.0
9234,20.988348
12595,8.541123
18585,6.5183954
2089,0.7413717
6027,11.780867
17757,27.31208
12699,3.3021114
15318,10.535726
12259,5.045116
11895,0.0
14223,5.776474
9289,10.300783
17019,0.56454104
18843,16.320358
14952,16.694345
2364,25.326773
5914,13.029953
19360,24.835169
15563,8.598918
5281,13.880462
1760,0.74176115
17415,7.8845553
14348,2.78072
14045,11.352388
5343,1.0135878
13405,14.727778
13208,9.801616
9128,28.47339
14228,6.089615
8001,13.174323
19670,7.6424394
301,0.0
11381,1.6585808
6066,5.4335275
8118,3.6492057
10916,19.183176
19767,7.3834105
12876,4.8277493
3395,18.310299
5367,2.6632054
17821,16.9245
3168,4.813371
13039,0.0
16817,29.461273
11118,15.415209
5829,16.547506
10140,5.148071
3917,6.3455462
4435,5.4333024
19827,8.027719
9308,11.033919
13668,13.32243
12186,6.3005686
7932,12.024745
4219,2.889983
7009,23.86405
2664,20.163927
6628,8.555393
11543,22.033236
12532,11.187131
3715,13.037255
8637,2.1438293
11590,20.634256
11499,23.023664
13893,13.024592
3705,13.106594
12237,9.157928
9454,12.771304
18584,6.5183954
18867,12.997541
1893,0.0
8184,3.5661082
5823,18.140036
16593,10.520833
8983,14.96187
6592,7.1756744
1255,12.623803
943,1.6618123
1309,11.635009
17385,7.766299
13488,16.195032
14949,16.694345
15088,9.234871
1070,2.0691903
5980,10.790019
15817,3.072584
20492,8.557254
19716,7.4094396
7399,17.864336
20481,7.576917
12394,15.376884
7195,21.534231
19933,12.281155
17465,8.75697
1988,5.124826
5651,16.241484
4458,5.0179687
17707,24.70808
12840,4.2957754
8424,0.0
5493,5.0608425
16781,9.622239
16455,7.1526494
0,1.6651905
13344,11.086206
8128,3.9085875
15830,9.71409
20366,17.491093
12868,4.8277493
2483,22.619684
5379,2.6078625
1541,18.855139
16611,9.242268
11114,15.415209
18620,7.7036786
15764,2.6967537
16199,19.37577
1526,19.503416
2441,19.209076
2533,22.152103
6825,5.8076267
12009,2.443494
15089,9.234871
4996,16.75806
18872,12.997541
13056,21.357634
11517,25.489365
9602,9.859368
18026,12.931926
818,2.476167
11946,0.3564732
18798,13.998647
17312,8.856995
6698,19.313246
6179,4.8067474
8207,3.7797122
9055,25.310427
16111,12.666191
17744,26.374758
15766,2.6967537
14344,2.78072
2033,3.2939222
8990,14.96187
18040,12.895427
11470,27.577251
1369,12.073974
18771,13.122477
2820,8.566982
8021,12.910709
5615,16.792702
8731,1.865598
10018,6.9463797
7280,19.055475
13485,16.195032
1593,15.986861
5040,18.467295
10784,24.92448
3759,12.6238575
1996,3.1512263
2007,4.1460657
11042,21.566143
18426,9.174398
13356,11.673317
10247,8.659226
789,8.226281
17221,8.18111
4822,6.0858274
9360,12.117895
5460,5.5349464
5822,18.140036
4871,23.086979
16108,12.666191
12683,3.0484154
10049,6.831852
20247,14.827834
10395,6.8479424
752,7.659985
13778,16.99139
16939,21.58974
9532,14.451247
2374,28.873272
10758,24.72356
13250,9.917554
8486,1.0624057
12192,4.946487
2271,0.38548422
7739,18.557299
10458,7.4604373
3852,12.180094
8369,0.0
1669,16.140196
258,0.0
17321,8.237435
634,9.189855
8372,3.516834
8363,0.0
7321,19.027267
19673,7.428202
5953,11.680331
11845,10.178747
11410,1.1884396
6665,26.163591
3857,12.180094
19754,6.791239
18568,6.426954
581,6.7545457
11688,16.083838
16423,4.8250904
20584,5.368905
6388,9.12536
5256,14.525658
8785,2.3110042
10426,7.33614
7273,20.235987
19785,7.1707997
16174,21.583015
9074,25.102615
3235,5.0515366
11181,0.0
16282,17.379732
19947,12.158396
