,country,year,sex,age,generation,incomelevel,depression,alcohol
14870,62,1995,1,3,4,0,2.298427,1.893764
496,2,1990,0,4,1,2,3.56918,1.918939
1731,6,1993,1,1,0,2,2.553306,2.175183
746,2,2011,1,2,2,2,3.647499,1.833472
9917,39,1994,1,3,4,0,4.15013,0.547462
14700,61,2001,0,1,2,1,2.732641,0.937151
17507,73,2001,0,5,5,1,3.620192,1.109213
7563,30,1999,1,2,0,2,2.771796,1.848883
11523,46,2008,0,0,4,0,3.526203,4.456459
886,3,1997,1,4,5,2,2.622335,2.136961
5007,19,2012,1,2,2,0,2.786208,2.095719
17176,71,2015,1,4,0,2,3.717595,1.601342
6022,23,2013,0,3,3,0,3.275889,1.781913
5314,20,2015,0,1,4,2,3.322598,1.730818
17666,74,2002,0,3,4,2,3.889723,1.736119
4294,17,1996,1,1,2,2,2.339456,1.524376
16687,69,2005,1,3,4,0,3.494622,0.468378
5613,22,2000,0,1,2,0,2.829517,1.891537
8397,33,1995,0,1,2,2,2.761965,1.641858
8444,33,2003,1,2,0,2,2.808577,1.652067
12864,51,2008,0,4,5,2,2.776403,1.711196
17544,74,1990,0,0,2,2,3.650848,1.665205
14320,59,2014,1,5,5,2,2.660793,1.409774
14868,62,1995,0,1,2,0,2.298427,1.893764
9470,37,2009,0,2,0,0,3.360182,1.208499
8935,35,1991,0,0,2,2,3.730154,1.826493
5576,22,1997,0,5,1,0,2.895237,1.886068
10847,42,2010,1,2,2,0,3.129768,0.56616
1506,5,2000,1,2,0,0,3.473469,1.899831
12781,51,2001,0,5,5,2,2.764529,1.705871
1146,4,1993,1,3,4,0,4.754454,1.462686
17126,71,2011,1,2,2,2,3.699571,1.658581
13112,54,1993,1,2,0,0,4.185603,0.794211
17511,73,2001,0,3,4,1,3.620192,1.109213
3975,16,1995,0,1,2,0,4.367678,2.318594
2911,11,2008,1,0,4,1,2.84611,1.753954
694,2,2007,1,5,5,2,3.651586,2.096837
2406,9,2013,0,0,4,2,4.059205,5.45542
15269,63,2008,0,0,4,0,4.795229,1.296875
4753,18,2008,0,4,5,2,2.870763,1.440379
4523,17,2015,0,0,4,2,2.194632,1.760847
11547,46,2011,0,5,5,0,3.498914,4.496109
13000,53,2003,0,2,0,2,2.585842,1.744762
6390,25,1992,0,5,1,1,3.152032,3.225143
7724,30,2015,0,2,2,2,2.793426,2.070307
1394,4,2015,0,0,4,0,4.696774,1.510434
16720,69,2008,1,3,3,0,3.434851,0.470369
7027,28,2002,0,4,5,0,5.233677,2.873867
298,1,1995,1,4,5,0,2.551285,2.102846
1454,5,1995,0,5,1,0,3.624869,1.748054
19809,83,2012,1,0,4,0,4.126116,1.917394
12285,49,2013,1,4,0,0,3.333244,1.107984
4975,19,2009,0,5,5,0,2.803082,2.085341
17927,75,2002,0,2,0,0,4.552223,1.683102
1142,4,1993,0,5,1,0,4.754454,1.462686
19125,80,2002,0,2,0,2,2.886916,2.683479
3886,15,2012,1,0,4,0,3.919381,1.59601
3244,13,2007,0,3,3,2,3.895578,2.696485
11201,44,2001,1,1,2,1,3.219787,1.020844
19312,81,1993,0,5,1,1,4.410799,5.183603
17115,71,2010,1,4,5,2,3.69995,1.663579
15228,63,2002,1,4,5,0,4.71645,1.284094
8285,32,2011,0,4,0,0,4.308968,1.136072
241,1,1991,0,1,0,0,2.573487,2.091997
15874,66,1994,1,2,0,2,2.37283,2.041502
20374,85,2012,0,1,4,0,3.542724,1.15865
8954,35,1992,1,3,4,2,3.770148,1.847594
7558,30,1998,0,3,4,2,2.766024,1.868791
15441,64,1998,0,5,1,0,2.801982,2.045804
2710,10,2015,0,3,3,0,4.110452,1.456476
13545,55,2002,0,0,4,0,4.125419,1.447662
19629,83,1997,1,4,5,0,4.238198,1.55169
12168,49,2003,1,0,4,0,3.39451,1.05708
7938,31,2008,1,3,3,0,3.929604,2.037797
16004,66,2004,0,3,4,2,2.346814,1.805089
1285,4,2006,0,2,0,0,4.923528,1.453958
7726,30,2015,1,3,3,2,2.793426,2.070307
19792,83,2010,1,3,3,0,4.126807,1.908482
14163,59,2000,0,5,1,2,2.666444,1.328796
17766,74,2013,0,2,2,2,4.024939,1.769609
13058,53,2008,1,0,4,2,2.587327,1.825525
6040,23,2015,0,4,0,0,3.281306,1.760998
19753,83,2007,0,5,5,0,4.094588,1.806324
14997,62,2008,0,4,5,0,2.279985,1.998884
16756,69,2011,1,3,3,0,3.41716,0.472637
697,2,2007,1,1,2,2,3.651586,2.096837
3361,14,1991,1,3,4,2,2.77757,1.873761
4666,18,2001,1,0,4,2,2.822984,1.425542
17877,75,1998,0,4,5,0,4.594406,1.824678
1925,7,2000,0,4,5,0,4.307965,0.739407
162,0,2005,1,0,4,2,2.223407,1.716585
14855,62,1994,0,5,1,0,2.290941,1.887117
14899,62,2000,1,1,2,0,2.32588,1.910661
150,0,2004,0,1,2,2,2.222116,1.701433
20532,86,2000,1,1,2,1,2.942993,2.340398
9491,37,2011,1,1,4,0,3.36087,1.210316
11916,48,2002,0,3,4,2,3.385772,0.739423
13391,54,2016,0,4,0,0,4.028952,0.76508
11787,47,2007,0,2,0,0,3.683434,1.391301
15413,64,1996,0,5,1,0,2.831825,2.10399
6617,25,2012,0,1,4,1,3.026992,2.738557
16876,70,2009,1,0,4,0,2.989215,2.214541
12458,50,2001,0,4,5,2,3.678018,1.221607
20455,86,1993,0,1,0,1,2.960464,2.392071
19014,80,1993,0,0,2,2,2.920778,2.440607
13814,57,1994,1,3,4,0,3.974874,1.731578
13504,55,1999,1,1,2,0,4.131751,1.476471
7385,29,2007,1,3,3,0,4.260417,1.469029
17538,73,2006,0,3,4,1,3.513484,1.065066
19704,83,2003,0,1,2,0,4.143342,1.67351
8426,33,2001,1,1,2,2,2.799277,1.646062
20158,84,2015,1,3,3,0,4.795954,2.018738
5554,22,1995,1,1,2,0,2.929564,1.884835
18168,76,2001,1,1,2,0,4.010965,1.438858
4254,17,1993,1,5,1,2,2.304626,1.461915
196,0,2008,0,0,4,2,2.210642,1.79855
8274,32,2010,0,3,3,0,4.32432,1.136287
5704,22,2008,1,3,3,0,2.725612,2.101904
12666,51,1992,1,1,0,2,2.673297,1.710386
6791,26,2015,1,4,0,0,3.880068,4.855356
12389,50,1995,0,3,4,2,3.658729,1.293717
19771,83,2009,1,4,5,0,4.121572,1.889701
3610,14,2014,1,1,4,2,2.539345,1.835404
15559,64,2008,0,1,2,0,2.738188,1.777734
8111,32,1997,1,4,5,0,4.051676,1.066425
9324,37,1996,0,3,4,0,3.574877,1.161527
4505,17,2013,0,5,5,2,2.204213,1.7579
11056,43,2014,0,5,5,2,3.519001,3.55546
4850,19,1997,0,5,1,0,3.083289,1.970137
10831,42,2008,0,0,4,0,3.104944,0.563486
2931,11,2009,1,3,3,1,2.841534,1.753958
3482,14,2002,1,3,4,2,2.688689,1.773001
16848,70,2006,0,1,2,0,3.112146,2.211551
19733,83,2006,1,2,0,0,4.085044,1.761617
10301,40,2000,1,3,4,0,3.458641,0.4499
17664,74,2002,0,0,4,2,3.889723,1.736119
18214,76,2005,0,2,0,0,3.904418,1.430229
3872,15,2011,1,5,5,0,3.913974,1.59254
8471,33,2005,0,0,4,2,2.812553,1.660599
10388,40,2008,1,4,5,0,3.430772,0.461949
20542,86,2000,0,3,4,1,2.942993,2.340398
6083,24,1992,1,3,4,2,2.872542,1.962545
136,0,2003,0,0,4,2,2.216283,1.685102
2619,10,2007,0,3,3,0,4.033786,1.457719
2891,11,2006,0,3,4,1,2.855552,1.753858
13023,53,2005,1,1,2,2,2.585337,1.775306
2764,11,1995,0,2,0,1,2.765625,1.665614
799,2,2015,0,5,5,2,3.657683,1.822172
9801,38,2010,1,1,2,0,4.344662,2.133863
8331,32,2015,0,2,2,0,4.231759,1.131753
15287,63,2010,0,4,5,0,4.774924,1.296311
3842,15,2008,0,1,2,0,3.932311,1.58323
19141,80,2004,1,2,0,2,2.881919,2.708463
10453,40,2013,0,4,0,0,3.454904,0.466905
19519,82,2009,1,2,0,0,2.86936,0.76949
15085,62,2015,0,1,4,0,2.263833,2.035273
4622,18,1997,0,1,2,2,2.792654,1.415829
9025,35,1998,1,3,4,2,3.976756,1.948986
4805,18,2012,0,5,5,2,2.889929,1.451098
19064,80,1997,0,5,1,2,2.908275,2.560901
3374,14,1993,0,5,1,2,2.789242,1.868211
19458,81,2015,1,4,0,1,4.090187,4.826954
20639,86,2012,1,2,2,1,2.884506,1.971242
9211,36,2013,1,3,3,0,2.752576,2.16241
13546,55,2002,0,1,2,0,4.125419,1.447662
9486,37,2010,1,3,3,0,3.358979,1.209134
10800,42,2006,1,2,0,0,3.082956,0.561138
15556,64,2008,1,0,4,0,2.738188,1.777734
12986,53,2002,0,0,4,2,2.585275,1.72725
4309,17,1997,0,2,0,2,2.353957,1.5534
3916,16,1990,1,3,2,0,4.401565,2.204169
7368,29,2006,0,5,5,0,4.227962,1.45407
19273,80,2015,1,0,4,2,2.818218,2.667951
853,3,1994,1,2,0,2,2.612934,2.166415
16932,70,2014,1,3,3,0,2.891008,2.228742
9441,37,2006,1,3,4,0,3.402373,1.191376
1840,6,2002,0,5,5,2,2.548137,2.151784
19223,80,2010,0,5,5,2,2.828583,2.869888
5416,21,2010,1,4,5,0,3.27735,1.111439
9071,35,2007,0,2,0,2,4.197154,2.038168
5557,22,1995,0,2,0,0,2.929564,1.884835
10667,42,1993,0,1,0,0,3.064858,0.557967
12942,51,2015,1,5,5,2,2.772136,1.730384
14472,60,2002,0,2,0,2,2.854846,2.215729
4131,16,2008,0,5,5,0,4.080212,2.508826
1157,4,1994,0,0,2,0,4.783948,1.488673
17805,75,1992,0,4,5,0,4.67832,1.979952
11769,47,2005,0,3,4,0,3.727495,1.400059
16506,68,2015,0,0,4,0,2.885492,0.858818
18581,77,2012,1,3,3,2,3.096663,0.87242
11826,47,2010,1,3,3,0,3.634747,1.381121
12765,51,2000,0,0,2,2,2.756713,1.706542
16870,70,2008,0,3,3,0,3.024947,2.214458
1971,7,2004,1,0,4,0,4.216324,0.735749
17614,74,1998,0,1,2,2,3.830069,1.720459
20446,86,1992,0,3,4,1,2.957768,2.366647
4865,19,1998,0,2,0,0,3.053087,1.941991
4259,17,1993,0,0,2,2,2.304626,1.461915
20275,85,2002,0,2,0,0,3.436706,1.01567
3840,15,2008,0,4,5,0,3.932311,1.58323
48,0,1996,1,5,1,2,2.16132,1.693187
19817,83,2013,1,2,2,0,4.125825,1.918905
18661,78,1992,1,3,4,0,3.451564,1.553557
9707,38,2002,1,5,5,0,4.34665,1.885675
15707,65,2007,1,4,5,0,3.591513,0.717358
11720,47,2001,0,4,5,0,3.83053,1.439653
13211,54,2001,0,5,5,0,4.080509,0.801701
8083,32,1994,0,3,4,0,3.976716,1.05654
4957,19,2007,0,2,0,0,2.836804,2.051808
8221,32,2006,0,5,5,0,4.375195,1.086132
12679,51,1993,1,2,0,2,2.688769,1.689639
1008,3,2009,1,2,0,2,2.71182,1.982901
10415,40,2010,1,0,4,0,3.455801,0.46722
10560,41,2004,0,4,5,2,2.563666,1.366655
6250,24,2006,0,3,4,2,2.9588,1.820584
18217,76,2005,1,3,4,0,3.904418,1.430229
980,3,2006,0,0,4,2,2.698772,1.932295
13858,57,1998,0,2,0,0,3.806225,1.678747
7387,29,2008,1,2,0,0,4.305071,1.483707
5611,22,2000,0,4,5,0,2.829517,1.891537
11176,44,1999,1,0,2,1,3.235275,1.022783
11098,44,1993,1,2,0,1,3.271182,1.030464
452,1,2012,1,2,2,0,2.536427,2.120836
14345,60,1990,0,0,2,2,2.773502,2.160688
14983,62,2007,1,1,2,0,2.276089,1.98779
4142,16,2009,0,4,5,0,4.038821,2.47353
8339,33,1990,0,1,0,2,2.739931,1.615005
2444,10,1992,1,1,0,0,3.628315,1.417717
992,3,2007,0,1,2,2,2.703805,1.947668
12648,51,1990,0,2,5,2,2.638417,1.769652
20043,84,2006,1,1,2,0,4.793213,2.063498
19023,80,1994,1,1,0,2,2.919812,2.469876
8220,32,2006,1,0,4,0,4.375195,1.086132
17270,72,1997,1,2,0,0,3.563349,0.825072
18951,79,2014,1,2,2,2,3.7342,0.776235
1347,4,2011,0,4,0,0,4.813622,1.501284
5156,20,2001,0,4,5,2,3.725637,1.638498
18455,77,2002,0,2,0,2,3.109344,0.924777
1214,4,1999,0,2,0,0,4.796896,1.550707
4452,17,2009,0,1,2,2,2.256667,1.731433
15478,64,2001,1,3,4,0,2.772486,1.952747
19569,83,1992,1,0,2,0,4.248149,1.463424
9164,36,2008,0,3,3,0,2.795158,2.227769
16641,69,2001,0,1,2,0,3.836638,0.488818
19445,81,2012,1,3,3,1,4.13143,4.955689
10184,40,1991,1,4,5,0,3.715023,0.454951
12833,51,2006,1,1,2,2,2.7925,1.695729
15808,65,2015,0,1,4,0,3.478406,0.734206
16949,71,1996,1,0,2,2,3.708842,1.725429
2111,8,1991,0,4,5,0,2.727778,1.532804
16454,68,2010,1,0,4,0,2.896495,0.860863
15989,66,2003,0,0,4,2,2.347841,1.821129
9546,37,2015,0,3,3,0,3.360755,1.231484
11178,44,1999,1,2,0,1,3.235275,1.022783
9234,36,2016,1,2,2,0,2.758478,2.121472
12595,50,2013,1,2,2,2,3.514981,1.292702
18585,77,2013,1,4,0,2,3.092496,0.877508
2089,7,2014,1,2,2,0,3.906875,0.734987
6027,23,2014,0,5,5,0,3.277973,1.772537
17757,74,2012,0,3,3,2,4.028037,1.770513
12699,51,1994,0,3,4,2,2.701521,1.675261
15318,63,2013,1,1,4,0,4.675021,1.287392
12259,49,2011,1,2,2,0,3.327916,1.105108
11895,48,2000,1,1,2,2,3.41267,0.737572
14223,59,2005,0,3,4,2,2.677582,1.332072
9289,37,1994,0,5,1,0,3.587726,1.16029
17019,71,2002,1,0,4,2,3.724658,1.598237
18843,78,2008,1,5,5,0,3.340305,1.709994
14952,62,2004,0,1,2,0,2.281669,1.963157
2364,9,1992,0,3,4,2,4.044808,4.977548
5914,23,2004,0,1,2,0,3.378682,1.760125
19360,81,2004,0,2,0,1,4.430855,5.00611
15563,64,2008,0,3,3,0,2.738188,1.777734
5281,20,2012,0,0,4,2,3.340647,1.721256
1760,6,1995,0,4,5,2,2.5412,2.187244
17415,72,2009,1,1,2,0,3.441262,0.898174
14348,60,1990,1,1,0,2,2.773502,2.160688
14045,57,2014,1,4,0,0,3.646711,1.427152
5343,21,2004,1,2,0,0,3.327539,1.064651
13405,55,1990,0,5,1,0,4.150928,1.661746
13208,54,2001,1,1,2,0,4.080509,0.801701
9128,36,2004,0,3,4,0,2.87494,2.281156
14228,59,2006,1,0,4,2,2.675108,1.341663
8001,31,2014,1,4,0,0,3.940119,1.974528
19670,83,2000,0,0,2,0,4.240516,1.600301
301,1,1998,0,1,2,0,2.564,2.086392
11381,45,2007,0,3,3,0,3.553385,0.677825
6066,24,1991,0,1,0,2,2.867432,1.981093
8118,32,1997,1,3,4,0,4.051676,1.066425
10916,42,2015,1,3,3,0,3.262431,0.57671
19767,83,2008,0,3,3,0,4.108739,1.852339
12876,51,2009,0,4,5,2,2.766796,1.718196
3395,14,1994,0,3,4,2,2.792333,1.864116
5367,21,2006,1,1,2,0,3.321412,1.07077
17821,75,1993,0,0,2,0,4.668545,2.024107
3168,13,2001,0,0,4,2,4.106735,2.707953
13039,53,2006,1,1,2,2,2.585826,1.788776
16817,70,2003,0,4,5,0,3.217147,2.154691
11118,44,1994,0,5,1,1,3.271229,1.029112
5829,23,1997,1,2,0,0,3.73017,1.626274
10140,39,2013,1,0,4,0,3.996729,0.509059
3917,16,1990,0,3,2,0,4.401565,2.204169
4435,17,2008,1,4,5,2,2.308239,1.695588
19827,83,2013,1,3,3,0,4.125825,1.918905
9308,37,1995,0,2,0,0,3.58302,1.159994
13668,55,2012,0,1,4,0,3.974729,1.896684
12186,49,2004,1,3,4,0,3.392075,1.057526
7932,31,2008,1,1,2,0,3.929604,2.037797
4219,17,1990,1,4,1,2,2.26815,1.409241
7009,28,2000,1,3,4,0,5.345004,2.855875
2664,10,2011,0,3,3,0,4.104088,1.445937
6628,25,2013,0,0,4,1,3.02532,2.718957
11543,46,2010,1,3,3,0,3.503259,4.492473
12532,50,2007,0,5,5,2,3.592954,1.237363
3715,15,1998,1,1,2,0,4.131973,1.531818
8637,34,1992,0,2,0,2,3.25672,3.350951
11590,46,2015,0,4,0,0,3.493756,4.457263
11499,46,2006,0,5,5,0,3.573916,4.416798
13893,57,2001,0,2,0,0,3.696601,1.621007
3705,15,1997,1,0,2,0,4.128427,1.51893
12237,49,2009,1,4,5,0,3.333704,1.098302
9454,37,2007,1,3,3,0,3.382677,1.198786
18584,77,2013,1,2,2,2,3.092496,0.877508
18867,78,2010,1,4,5,0,3.347788,1.733777
1893,7,1997,1,5,1,0,4.313701,0.740708
8184,32,2003,1,0,4,0,4.338623,1.078191
5823,23,1996,1,0,2,0,3.794941,1.600332
16593,69,1997,0,4,5,0,3.965194,0.487013
8983,35,1995,1,0,2,2,3.878717,1.902588
6592,25,2010,0,0,4,1,3.030472,2.779135
1255,4,2002,1,3,4,0,4.854392,1.517321
943,3,2001,0,1,2,2,2.65792,2.051013
1309,4,2008,0,2,0,0,4.882334,1.478267
17385,72,2006,0,0,4,0,3.362961,0.846888
13488,55,1997,0,5,1,0,4.163674,1.608131
14949,62,2004,0,2,0,0,2.281669,1.963157
15088,63,1990,1,4,1,0,4.7484,1.162573
1070,3,2014,1,1,4,2,2.734193,1.985974
5980,23,2010,0,5,5,0,3.277504,1.798737
15817,65,2016,1,1,4,0,3.48023,0.733125
20492,86,1996,0,2,0,1,2.956909,2.408979
19716,83,2004,0,4,5,0,4.10606,1.701301
7399,29,2009,1,4,5,0,4.339659,1.494495
20481,86,1995,1,3,4,1,2.959508,2.414334
12394,50,1996,1,0,2,2,3.663023,1.283509
7195,29,1990,0,2,5,0,4.600998,1.397252
19933,84,1997,1,4,5,0,4.689154,2.03059
17465,72,2013,0,4,0,0,3.480882,0.900545
1988,7,2005,1,3,4,0,4.181287,0.736186
5651,22,2004,1,4,5,0,2.769308,2.012186
4458,17,2010,1,5,5,2,2.228705,1.74852
17707,74,2006,0,0,4,2,3.962471,1.754267
12840,51,2006,0,4,5,2,2.7925,1.695729
8424,33,2001,0,5,5,2,2.799277,1.646062
5493,21,2016,0,4,0,0,3.314551,1.112195
16781,69,2014,1,5,5,0,3.421481,0.479608
16455,68,2010,1,3,3,0,2.896495,0.860863
0,0,1992,1,2,0,2,2.143395,1.706053
13344,54,2012,1,0,4,0,4.034466,0.731221
8128,32,1998,0,5,1,0,4.12221,1.070769
15830,66,1990,1,0,2,2,2.367998,2.01449
20366,85,2010,1,3,3,0,3.522626,1.140926
12868,51,2009,1,5,5,2,2.766796,1.718196
2483,10,1995,0,0,2,0,3.637369,1.449455
5379,21,2007,1,1,2,0,3.310162,1.081861
1541,5,2003,0,5,5,0,3.402713,1.923677
16611,69,1999,0,5,1,0,3.921154,0.490438
11114,44,1994,0,3,4,1,3.271229,1.029112
18620,77,2016,1,5,5,2,3.085204,0.901656
15764,65,2011,0,5,5,0,3.49216,0.734531
16199,67,2003,0,5,5,2,2.684733,1.925659
1526,5,2001,1,3,4,0,3.448805,1.909184
2441,10,1991,0,3,4,0,3.627543,1.403034
2533,10,2000,1,0,2,0,3.786139,1.481386
6825,27,2002,0,4,5,2,3.162425,1.045809
12009,49,1990,1,4,1,0,3.473631,1.04024
15089,63,1990,0,5,1,0,4.7484,1.162573
4996,19,2011,1,2,2,0,2.790946,2.0944
18872,78,2010,0,4,5,0,3.347788,1.733777
13056,53,2008,1,1,2,2,2.587327,1.825525
11517,46,2008,1,1,2,0,3.526203,4.456459
9602,38,1993,0,1,0,0,4.210405,1.764858
18026,75,2010,0,3,3,0,4.554698,1.855075
818,3,1991,1,2,0,2,2.631101,2.164656
11946,48,2004,1,5,5,2,3.355397,0.74257
18798,78,2004,0,4,5,0,3.337394,1.633606
17312,72,2000,0,1,2,0,3.46722,0.83473
6698,26,2006,0,2,0,0,4.208616,4.939028
6179,24,2000,0,5,1,2,2.913822,1.871933
8207,32,2005,1,1,2,0,4.377243,1.07953
9055,35,2005,1,2,0,2,4.155303,2.03033
16111,66,2013,1,3,3,2,2.335909,1.708826
17744,74,2011,0,0,4,2,4.029737,1.771161
15766,65,2011,1,5,5,0,3.49216,0.734531
14344,60,1990,1,5,1,2,2.773502,2.160688
2033,7,2009,0,0,4,0,4.014388,0.743088
8990,35,1995,1,3,4,2,3.878717,1.902588
18040,75,2012,1,5,5,0,4.541678,1.835134
11470,46,2003,1,1,2,0,3.685693,4.480427
1369,4,2013,0,2,2,0,4.759686,1.506864
18771,78,2002,1,5,5,0,3.355561,1.597734
2820,11,2000,1,0,2,1,2.824197,1.725228
8021,31,2015,0,0,4,0,3.946206,1.927178
5615,22,2000,1,3,4,0,2.829517,1.891537
8731,34,2000,1,0,2,2,3.482448,3.054103
10018,39,2003,1,1,2,0,4.196425,0.544431
7280,29,1998,0,5,1,0,4.43857,1.391317
13485,55,1997,0,0,2,0,4.163674,1.608131
1593,5,2008,1,4,5,0,3.311979,1.950768
5040,19,2015,1,2,2,0,2.778406,2.092207
10784,42,2004,0,1,2,0,3.056779,0.561681
3759,15,2001,0,5,5,0,4.116602,1.555572
1996,7,2006,1,0,4,0,4.144456,0.73677
2007,7,2007,0,2,0,0,4.101758,0.738238
11042,43,2012,0,3,3,2,3.525116,3.598258
18426,77,1999,1,1,2,2,3.082819,0.939163
13356,54,2013,0,2,2,0,4.030876,0.737441
10247,40,1996,0,5,1,0,3.514964,0.447098
789,2,2014,1,3,3,2,3.654178,1.82308
17221,72,1993,1,4,5,0,3.669752,0.818741
4822,18,2014,1,5,5,2,2.895363,1.457502
9360,37,1999,1,3,4,0,3.525197,1.176285
5460,21,2013,0,5,5,0,3.286091,1.113681
5822,23,1996,0,4,5,0,3.794941,1.600332
4871,19,1999,0,5,1,0,3.02098,1.92017
16108,66,2013,0,2,2,2,2.335909,1.708826
12683,51,1993,0,4,5,2,2.688769,1.689639
10049,39,2005,1,3,4,0,4.166551,0.54049
20247,85,1999,0,3,4,0,3.389669,1.010229
10395,40,2008,0,1,2,0,3.430772,0.461949
752,2,2011,0,3,3,2,3.647499,1.833472
13778,57,1991,1,3,4,0,3.943878,1.847673
16939,70,2015,1,0,4,0,2.879148,2.233922
9532,37,2014,0,1,4,0,3.361046,1.224274
2374,9,2008,0,5,5,2,4.129334,5.432642
10758,42,2002,0,5,5,0,3.016933,0.566648
13250,54,2004,0,1,2,0,4.053583,0.735926
8486,33,2006,1,1,2,2,2.809223,1.667693
12192,49,2005,0,4,5,0,3.389502,1.058431
2271,8,2008,1,0,4,0,2.73648,1.588849
7739,31,1991,1,4,5,0,3.938162,2.144217
10458,40,2013,0,3,3,0,3.454904,0.466905
3852,15,2009,0,0,4,0,3.918091,1.586395
8369,33,1992,1,3,4,2,2.748236,1.628591
1669,5,2014,0,3,3,0,3.26746,1.906362
258,1,1992,1,0,2,0,2.563626,2.098263
17321,72,2001,1,0,4,0,3.448446,0.835681
634,2,2002,1,5,5,2,3.658971,2.262875
8372,33,1993,1,2,0,2,2.752073,1.633989
8363,33,1992,0,3,4,2,2.748236,1.628591
7321,29,2002,1,2,0,0,4.352313,1.415662
19673,83,2001,1,1,2,0,4.222042,1.621381
5953,23,2008,1,4,5,0,3.295567,1.794328
11845,47,2012,0,5,5,0,3.623865,1.375825
11410,45,2010,1,4,5,0,3.539318,0.6845
6665,26,2003,1,0,4,0,4.358236,4.985187
3857,15,2009,0,3,3,0,3.918091,1.586395
19754,83,2007,0,0,4,0,4.094588,1.806324
18568,77,2011,1,3,3,2,3.09972,0.868795
581,2,1997,0,2,0,2,3.636296,2.267957
11688,47,1998,1,0,2,0,3.930376,1.44319
16423,68,2008,1,0,4,0,2.910089,0.857044
20584,86,2004,0,0,4,1,2.924568,2.270934
6388,25,1992,1,5,1,1,3.152032,3.225143
5256,20,2010,0,5,5,2,3.35815,1.713641
8785,34,2004,0,3,4,2,3.48479,2.820846
10426,40,2011,1,1,4,0,3.455118,0.467204
7273,29,1997,0,1,2,0,4.458008,1.383628
19785,83,2010,1,0,4,0,4.126807,1.908482
16174,67,2000,0,0,2,2,2.727369,1.87381
9074,35,2008,1,0,4,2,4.219658,2.041377
3235,13,2007,1,2,0,2,3.895578,2.696485
11181,44,1999,1,5,1,1,3.235275,1.022783
16282,67,2010,0,1,2,2,2.60152,2.025871
19947,84,1998,1,1,2,0,4.720716,2.031176
13604,55,2007,1,4,5,0,4.079556,1.548077
10376,40,2007,1,4,5,0,3.409353,0.457413
16544,69,1992,0,0,2,0,3.981979,0.480994
19308,81,1992,0,0,2,1,4.394591,5.135332
14301,59,2012,0,0,4,2,2.655422,1.406554
18302,76,2013,0,5,5,0,3.743814,1.38039
15456,64,2000,1,2,0,0,2.776026,1.981698
17129,71,2011,1,5,5,2,3.699571,1.658581
13952,57,2006,1,2,0,0,3.659367,1.42803
19303,81,1992,0,5,1,1,4.394591,5.135332
4725,18,2006,1,0,4,2,2.859133,1.431639
7647,30,2009,1,1,2,2,2.783439,2.014391
18700,78,1996,1,2,0,0,3.452817,1.524007
15301,63,2011,0,1,4,0,4.7539,1.294469
14660,61,1998,1,2,0,1,2.794866,0.983473
11541,46,2010,0,1,2,0,3.503259,4.492473
6134,24,1997,1,5,1,2,2.899459,1.900401
18647,78,1991,0,1,0,0,3.445302,1.577353
8163,32,2001,0,4,5,0,4.269788,1.077283
13135,54,1995,1,4,5,0,4.206622,0.804867
14202,59,2004,1,4,5,2,2.676213,1.329247
5189,20,2004,0,4,5,2,3.559469,1.657634
13393,54,2016,1,0,4,0,4.028952,0.76508
5650,22,2004,1,2,0,0,2.769308,2.012186
2242,8,2006,1,2,0,0,2.729436,1.576808
1385,4,2014,0,5,5,0,4.731142,1.508926
18410,77,1997,0,4,5,2,3.064761,0.914241
6656,26,2002,1,0,4,0,4.411393,5.022471
8561,33,2012,1,5,5,2,2.777003,1.719291
13792,57,1993,1,5,1,0,3.97098,1.763233
13672,55,2013,1,2,2,0,3.969718,1.956453
17758,74,2012,0,5,5,2,4.028037,1.770513
4118,16,2007,0,4,5,0,4.133177,2.549869
901,3,1998,1,1,2,2,2.630749,2.116879
227,0,2010,1,3,3,2,2.203342,1.838566
6028,23,2014,1,1,4,0,3.277973,1.772537
529,2,1993,1,1,0,2,3.597366,2.193307
16122,66,2014,0,0,4,2,2.340368,1.703686
10478,40,2015,0,2,2,0,3.458618,0.465702
2055,7,2011,0,2,2,0,3.957653,0.743792
7649,30,2009,1,0,4,2,2.783439,2.014391
10868,42,2011,1,3,3,0,3.146267,0.567478
15050,62,2012,1,3,3,0,2.277805,2.021369
7414,29,2010,0,2,2,0,4.352983,1.497855
9133,36,2005,1,0,4,0,2.855418,2.267669
5885,23,2002,1,2,0,0,3.441738,1.731692
9697,38,2001,0,4,5,0,4.333706,1.877489
6450,25,1998,0,2,0,1,3.138971,3.180736
12706,51,1995,0,1,2,2,2.710117,1.6676
14563,60,2010,1,4,5,2,2.923385,2.306251
16143,66,2016,0,4,0,2,2.350485,1.6943
9414,37,2004,0,2,0,0,3.440801,1.182503
16052,66,2008,0,3,3,2,2.334845,1.748436
5656,22,2004,0,2,0,0,2.769308,2.012186
7493,30,1992,1,0,2,2,2.765139,2.008119
9290,37,1994,1,0,2,0,3.587726,1.16029
1087,3,2015,0,1,4,2,2.740289,1.981193
2854,11,2003,0,0,4,1,2.846317,1.745245
3775,15,2003,1,4,5,0,4.046825,1.565579
18812,78,2005,0,2,0,0,3.332246,1.650006
19924,84,1996,1,0,2,0,4.662902,2.033987
16285,67,2010,1,3,3,2,2.60152,2.025871
3000,11,2015,0,2,2,1,2.837546,1.771524
