,country,year,sex,age,generation,incomelevel,depression,alcohol
3888,15,2012,0,4,0,0,3.919381,1.59601
8260,32,2009,0,2,0,0,4.339084,1.130703
14935,62,2003,1,1,2,0,2.29521,1.949899
13592,55,2006,1,5,5,0,4.111809,1.488421
10600,41,2009,0,2,0,2,2.555994,1.441276
4085,16,2004,0,3,4,0,4.232783,2.607967
18054,75,2013,1,2,2,0,4.533727,1.808595
20597,86,2005,0,1,2,1,2.919469,2.246256
10419,40,2010,0,1,2,0,3.455801,0.46722
4791,18,2011,1,3,3,2,2.885282,1.448878
10114,39,2011,1,1,4,0,4.055852,0.51564
15400,64,1995,1,0,2,0,2.837766,2.114897
13106,54,1992,0,1,0,0,4.158248,0.785731
683,2,2006,1,0,4,2,3.653175,2.196387
7596,30,2004,1,5,5,2,2.782174,1.868278
535,2,1993,0,0,2,2,3.597366,2.193307
6015,23,2013,0,5,5,0,3.275889,1.781913
9953,39,1997,1,3,4,0,4.205758,0.548053
9487,37,2010,0,1,2,0,3.358979,1.209134
5238,20,2008,0,1,2,2,3.401267,1.695704
18421,77,1998,0,2,0,2,3.073758,0.928917
6893,27,2008,0,3,3,2,3.172747,1.077975
9365,37,2000,0,0,2,0,3.509585,1.179112
12801,51,2003,0,0,4,2,2.782114,1.694878
4227,17,1990,0,5,1,2,2.26815,1.409241
10075,39,2008,1,5,5,0,4.11655,0.528356
17739,74,2010,0,4,5,2,4.027658,1.771608
19446,81,2012,0,3,3,1,4.13143,4.955689
3677,15,1994,0,3,4,0,4.117476,1.502866
5109,20,1996,1,3,4,2,4.037865,1.594654
10385,40,2007,1,3,3,0,3.409353,0.457413
15851,66,1992,1,2,0,2,2.370086,2.037609
5448,21,2012,1,3,3,0,3.280645,1.113191
20170,85,1990,1,3,2,0,3.298194,1.026206
5183,20,2003,0,0,4,2,3.610515,1.65147
9704,38,2002,1,0,4,0,4.34665,1.885675
9340,37,1998,1,1,2,0,3.542659,1.171648
5442,21,2012,0,1,4,0,3.280645,1.113191
8780,34,2004,1,5,5,2,3.48479,2.820846
5371,21,2006,0,1,2,0,3.321412,1.07077
6471,25,2000,1,4,5,1,3.11252,3.148919
17206,72,1991,1,3,4,0,3.789711,0.820276
3648,15,1992,0,4,5,0,4.105661,1.510788
17226,72,1993,0,4,5,0,3.669752,0.818741
2025,7,2008,1,5,5,0,4.056973,0.740531
15434,64,1998,1,1,2,0,2.801982,2.045804
19912,84,1995,1,0,2,0,4.650869,2.042931
12266,49,2011,0,3,3,0,3.327916,1.105108
10009,39,2002,0,4,5,0,4.212075,0.546142
16142,66,2016,0,5,5,2,2.350485,1.6943
11282,45,1999,1,0,2,0,3.542158,0.671053
4462,17,2010,1,2,2,2,2.228705,1.74852
8127,32,1998,0,2,0,0,4.12221,1.070769
17584,74,1995,0,3,4,2,3.786442,1.707357
7522,30,1995,1,3,4,2,2.75061,1.938496
3393,14,1994,0,0,2,2,2.792333,1.864116
20248,85,1999,1,3,4,0,3.389669,1.010229
2285,8,2009,0,5,5,0,2.740063,1.594169
6579,25,2009,1,0,4,1,3.032828,2.801696
7808,31,1997,1,1,2,0,3.857159,2.159982
12409,50,1997,0,4,5,2,3.672637,1.268984
184,0,2007,1,1,2,2,2.217203,1.766903
8438,33,2002,1,1,2,2,2.805102,1.648756
6443,25,1998,1,1,2,1,3.138971,3.180736
18099,76,1995,1,2,0,0,4.182453,1.452597
15959,66,2001,1,4,5,2,2.351199,1.857539
15348,64,1990,0,5,1,0,2.798972,2.080441
16535,69,1991,0,3,4,0,3.95624,0.479715
17786,75,1990,0,1,0,0,4.691271,1.823355
8504,33,2008,0,2,0,2,2.794045,1.689027
6309,24,2011,1,3,3,2,2.960197,1.79532
6778,26,2013,1,3,3,0,3.926684,4.958878
2621,10,2008,1,4,5,0,4.067485,1.451158
8872,34,2012,1,0,4,2,3.305923,2.707824
14917,62,2001,0,0,4,0,2.319913,1.920361
354,1,2002,1,0,4,0,2.573913,2.080573
9986,39,2000,0,1,2,0,4.229199,0.54849
190,0,2007,1,3,3,2,2.217203,1.766903
3586,14,2012,0,5,5,2,2.542476,1.838604
9223,36,2015,1,2,2,0,2.754503,2.135476
18738,78,1999,1,5,1,0,3.394851,1.558382
9915,39,1994,0,2,0,0,4.15013,0.547462
8686,34,1996,0,1,2,2,3.353594,3.259755
4182,16,2013,1,5,5,0,4.024264,2.442651
3209,13,2005,1,5,5,2,4.090664,2.687807
17364,72,2005,1,5,5,0,3.358963,0.838729
6629,25,2013,0,1,4,1,3.02532,2.718957
3623,15,1990,0,2,5,0,4.089515,1.52905
9633,38,1996,1,2,0,0,4.244814,1.817444
3544,14,2008,1,0,4,2,2.57455,1.813887
8725,34,1999,0,3,4,2,3.466129,3.104749
15004,62,2009,1,2,0,0,2.282486,2.008557
3051,13,1991,1,3,4,2,3.529751,2.422741
8556,33,2012,0,4,0,2,2.777003,1.719291
182,0,2007,1,4,5,2,2.217203,1.766903
2722,11,1990,1,3,2,1,2.717497,1.542925
695,2,2007,1,0,4,2,3.651586,2.096837
17588,74,1996,1,2,0,2,3.803386,1.710913
19082,80,1999,1,0,2,2,2.897124,2.628513
6689,26,2005,0,1,2,0,4.256001,4.933496
17717,74,2007,0,0,4,2,3.981307,1.759897
128,0,2002,0,5,5,2,2.208921,1.670158
12428,50,1999,1,2,0,2,3.68872,1.238369
17374,72,2005,1,3,4,0,3.358963,0.838729
14627,61,1992,0,2,0,1,2.930071,1.056192
10302,40,2000,0,3,4,0,3.458641,0.4499
10405,40,2009,0,5,5,0,3.447503,0.465679
13911,57,2002,0,3,4,0,3.689734,1.565988
1783,6,1997,0,5,1,2,2.541498,2.172171
8849,34,2010,1,2,2,2,3.348861,2.726701
3802,15,2005,1,0,4,0,3.987778,1.573773
19472,82,2005,1,1,2,0,2.969513,0.760163
17924,75,2002,1,0,4,0,4.552223,1.683102
7579,30,2000,0,2,0,2,2.775152,1.840105
11195,44,2001,0,1,2,1,3.219787,1.020844
12630,50,2016,1,1,4,2,3.486806,1.301878
5031,19,2014,1,0,4,0,2.78089,2.094955
1610,5,2009,0,2,0,0,3.298894,1.954449
16478,68,2012,1,0,4,0,2.89145,0.861145
11442,45,2012,1,3,3,0,3.558861,0.682707
14701,61,2001,0,5,5,1,2.732641,0.937151
18136,76,1998,0,4,5,0,4.103192,1.446592
6709,26,2007,0,2,0,0,4.154931,4.9616
6373,25,1991,1,0,2,1,3.143844,3.224773
6511,25,2003,0,4,5,1,3.077165,3.017311
19744,83,2006,0,3,4,0,4.085044,1.761617
2415,9,2014,0,4,0,2,4.048315,5.436959
16639,69,2001,0,2,0,0,3.836638,0.488818
291,1,1995,0,3,4,0,2.551285,2.102846
4811,18,2013,0,1,4,2,2.891387,1.453982
19862,84,1990,1,3,2,0,4.677591,2.173751
453,1,2012,1,3,3,0,2.536427,2.120836
9008,35,1997,0,1,2,2,3.94451,1.933601
3764,15,2002,1,1,2,0,4.085414,1.560563
18273,76,2010,1,3,3,0,3.784536,1.385584
3465,14,2001,1,1,2,2,2.709694,1.774641
2320,8,2012,1,1,4,0,2.746834,1.5954
3126,13,1998,1,4,5,2,3.902352,2.621187
14857,62,1994,0,0,2,0,2.290941,1.887117
13683,55,2013,1,3,3,0,3.969718,1.956453
8913,34,2015,0,0,4,2,3.249042,2.670481
12883,51,2010,1,2,2,2,2.76109,1.72254
6498,25,2002,0,2,0,1,3.089073,3.072536
10807,42,2006,0,1,2,0,3.082956,0.561138
5721,22,2010,1,0,4,0,2.711469,2.13104
2823,11,2000,0,1,2,1,2.824197,1.725228
5472,21,2014,0,5,5,0,3.293437,1.11375
15044,62,2012,1,0,4,0,2.277805,2.021369
2080,7,2013,0,3,3,0,3.922651,0.73805
4841,19,1996,0,5,1,0,3.110432,1.995769
10622,41,2011,0,4,0,2,2.557727,1.450941
13844,57,1997,1,1,2,0,3.884254,1.686652
16563,69,1994,0,0,2,0,4.008024,0.483176
849,3,1993,1,3,4,2,2.615707,2.169178
13824,57,1995,0,5,1,0,3.975114,1.709423
11844,47,2012,1,1,4,0,3.623865,1.375825
1191,4,1997,0,5,1,0,4.810776,1.532104
4427,17,2007,0,0,4,2,2.365835,1.653701
2382,9,2010,0,5,5,2,4.093854,5.474668
19584,83,1993,0,2,0,0,4.241936,1.48611
14682,61,2000,1,1,2,1,2.744974,0.952973
12201,49,2006,1,0,4,0,3.379254,1.064111
13803,57,1993,0,3,4,0,3.97098,1.763233
3425,14,1997,0,1,2,2,2.776853,1.82884
8742,34,2001,1,1,2,2,3.486581,2.999772
10786,42,2004,1,3,4,0,3.056779,0.561681
18955,79,2014,0,4,0,2,3.7342,0.776235
8293,32,2012,0,5,5,0,4.291949,1.135864
4499,17,2013,0,0,4,2,2.204213,1.7579
4269,17,1994,1,1,0,2,2.316248,1.480987
19200,80,2009,1,0,4,2,2.835529,2.855134
4146,16,2010,1,5,5,0,4.019166,2.455431
19299,81,1991,0,0,2,1,4.375869,5.080043
16305,67,2012,0,0,4,2,2.591891,2.029474
18730,78,1998,0,3,4,0,3.415368,1.545431
6900,27,2009,1,4,5,2,3.176639,1.090014
16553,69,1993,0,1,0,0,4.000174,0.482162
8534,33,2010,1,2,2,2,2.782291,1.70743
10718,42,1998,0,4,5,0,3.01007,0.566897
13294,54,2008,0,4,5,0,4.038992,0.721772
5041,19,2015,0,5,5,0,2.778406,2.092207
8355,33,1991,1,1,0,2,2.744632,1.622308
14795,61,2011,0,1,4,1,2.728667,0.889901
164,0,2005,1,2,0,2,2.223407,1.716585
18108,76,1995,0,3,4,0,4.182453,1.452597
9982,39,2000,1,0,2,0,4.229199,0.54849
16860,70,2007,1,3,3,0,3.067843,2.213872
14719,61,2003,1,2,0,1,2.716396,0.903034
8830,34,2008,0,2,0,2,3.406449,2.744363
5455,21,2013,0,2,2,0,3.286091,1.113681
11603,47,1990,0,1,0,0,4.048906,1.436539
5830,23,1997,0,5,1,0,3.73017,1.626274
6325,24,2013,1,0,4,2,2.965013,1.772735
2319,8,2012,1,0,4,0,2.746834,1.5954
8969,35,1994,1,5,1,2,3.845663,1.88624
11014,43,2009,0,3,3,2,3.536234,3.571414
15019,62,2010,1,1,2,0,2.28315,2.014249
11572,46,2013,1,3,3,0,3.493617,4.486722
10717,42,1998,1,1,2,0,3.01007,0.566897
19441,81,2012,0,4,0,1,4.13143,4.955689
804,3,1990,1,4,1,2,2.642647,2.155621
4723,18,2006,1,1,2,2,2.859133,1.431639
8877,34,2012,0,0,4,2,3.305923,2.707824
256,1,1992,0,4,5,0,2.563626,2.098263
1858,6,2004,0,5,5,2,2.551683,2.1614
9212,36,2014,1,2,2,0,2.753656,2.149119
13679,55,2013,0,1,4,0,3.969718,1.956453
5043,19,2015,1,0,4,0,2.778406,2.092207
15971,66,2002,1,4,5,2,2.349516,1.839186
13856,57,1998,1,5,1,0,3.806225,1.678747
6495,25,2002,1,4,5,1,3.089073,3.072536
735,2,2010,0,0,4,2,3.64793,1.839168
20643,86,2012,1,0,4,1,2.884506,1.971242
19860,84,1990,0,1,0,0,4.677591,2.173751
4312,17,1997,1,3,4,2,2.353957,1.5534
16069,66,2010,1,0,4,2,2.331447,1.725279
550,2,1995,1,5,1,2,3.615924,2.266897
5052,19,2016,1,1,4,0,2.778055,2.08746
12783,51,2001,0,3,4,2,2.764529,1.705871
15894,66,1995,0,0,2,2,2.372942,2.039545
12538,50,2008,0,4,5,2,3.576573,1.255266
8989,35,1995,0,5,1,2,3.878717,1.902588
16733,69,2009,1,3,3,0,3.422751,0.47119
8615,34,1990,0,1,0,2,3.213616,3.375219
5730,22,2011,1,4,0,0,2.706139,2.134149
4207,16,2015,1,4,0,0,4.036576,2.441463
1403,5,1990,1,0,2,0,3.606204,1.709916
8075,32,1994,1,2,0,0,3.976716,1.05654
5926,23,2005,0,0,4,0,3.356016,1.769821
17363,72,2004,0,3,4,0,3.37311,0.837303
14148,59,1999,0,4,5,2,2.666104,1.326683
15588,64,2011,1,4,0,0,2.725602,1.740142
3951,16,1993,1,3,4,0,4.38849,2.265665
8108,32,1997,1,5,1,0,4.051676,1.066425
2546,10,2001,0,2,0,0,3.820883,1.482057
2453,10,1993,1,2,0,0,3.62928,1.430756
13895,57,2001,0,4,5,0,3.696601,1.621007
920,3,1999,1,3,4,2,2.642468,2.095883
10138,39,2013,1,1,4,0,3.996729,0.509059
19061,80,1997,1,5,1,2,2.908275,2.560901
8847,34,2009,0,5,5,2,3.374171,2.734925
4843,19,1996,1,0,2,0,3.110432,1.995769
9911,39,1994,1,1,0,0,4.15013,0.547462
12298,49,2014,1,0,4,0,3.339847,1.108806
7071,28,2006,1,1,2,0,5.052651,2.862381
2644,10,2010,1,4,5,0,4.101865,1.444568
16758,69,2012,1,4,0,0,3.417503,0.474361
11229,45,1994,1,5,1,0,3.529734,0.666955
4598,18,1995,0,1,2,2,2.777762,1.409576
14520,60,2006,0,1,2,2,2.894314,2.25271
5345,21,2004,0,2,0,0,3.327539,1.064651
6640,25,2014,0,5,5,1,3.025158,2.700236
5857,23,1999,0,2,0,0,3.577602,1.678815
14606,60,2013,0,4,0,2,2.941107,2.335267
5540,22,1994,1,4,5,0,2.936757,1.880429
2555,10,2002,0,4,5,0,3.859915,1.478824
13632,55,2009,0,4,5,0,4.005163,1.706981
18303,76,2013,0,2,2,0,3.743814,1.38039
279,1,1994,0,3,4,0,2.552411,2.103513
19857,84,1990,0,4,1,0,4.677591,2.173751
4566,18,1993,1,5,1,2,2.771902,1.405625
12493,50,2004,0,0,4,2,3.639739,1.212784
17893,75,1999,0,0,2,0,4.57244,1.732275
16737,69,2010,0,4,5,0,3.417825,0.471783
2183,8,2001,0,0,4,0,2.712217,1.57895
14004,57,2010,0,5,5,0,3.585173,1.432641
524,2,1992,0,0,2,2,3.588855,2.116047
18177,76,2002,1,2,0,0,3.982328,1.437574
7623,30,2006,1,2,0,2,2.784744,1.900684
5242,20,2009,1,2,0,2,3.375126,1.706818
5044,19,2015,0,4,0,0,2.778406,2.092207
16684,69,2005,0,0,4,0,3.494622,0.468378
19858,84,1990,0,2,5,0,4.677591,2.173751
5065,20,1992,0,1,0,2,4.113188,1.554654
1272,4,2004,1,0,4,0,4.920486,1.460324
18310,76,2014,1,1,4,0,3.731711,1.3792
4946,19,2006,0,2,0,0,2.857598,2.033551
1682,5,2016,1,2,2,0,3.262611,1.855808
5873,23,2001,1,2,0,0,3.479463,1.715313
11717,47,2001,1,4,5,0,3.83053,1.439653
3442,14,1999,1,2,0,2,2.740295,1.786741
20117,84,2012,0,2,2,0,4.765481,2.001951
6389,25,1992,0,1,0,1,3.152032,3.225143
3237,13,2007,1,0,4,2,3.895578,2.696485
2141,8,1993,0,2,0,0,2.715281,1.545752
9645,38,1997,1,2,0,0,4.265165,1.832005
7702,30,2013,0,3,3,2,2.789678,2.055383
19892,84,1993,0,5,1,0,4.648701,2.080669
18133,76,1998,1,1,2,0,4.103192,1.446592
10699,42,1996,0,2,0,0,3.051899,0.562704
17523,73,2003,0,0,4,1,3.568743,1.092969
5376,21,2006,1,3,4,0,3.321412,1.07077
15063,62,2013,0,3,3,0,2.2738,2.02574
9753,38,2006,1,2,0,0,4.366668,1.948764
13783,57,1992,1,2,0,0,3.961436,1.802555
4058,16,2002,0,0,4,0,4.258413,2.610887
12042,49,1992,1,3,4,0,3.443676,1.039935
5004,19,2011,1,3,3,0,2.790946,2.0944
12580,50,2011,0,5,5,2,3.537207,1.284562
8794,34,2005,0,1,2,2,3.480905,2.787891
3360,14,1991,0,0,2,2,2.77757,1.873761
8100,32,1996,0,5,1,0,3.998333,1.06232
16994,71,2000,1,2,0,2,3.695491,1.62615
15679,65,2004,0,4,5,0,3.672239,0.707873
1086,3,2015,1,0,4,2,2.740289,1.981193
12767,51,2000,0,2,0,2,2.756713,1.706542
20150,84,2015,1,2,2,0,4.795954,2.018738
18437,77,1999,0,3,4,2,3.082819,0.939163
3427,14,1997,1,3,4,2,2.776853,1.82884
14240,59,2007,1,1,2,2,2.669106,1.358762
15938,66,1999,0,5,1,2,2.355299,1.901132
19403,81,2009,1,2,0,1,4.200979,4.984624
15730,65,2008,1,5,5,0,3.551997,0.724053
7470,30,1990,0,4,1,2,2.784808,2.067237
6676,26,2004,0,4,5,0,4.303747,4.951529
18756,78,2000,1,3,4,0,3.380885,1.569753
11813,47,2009,1,0,4,0,3.642918,1.383839
15496,64,2003,1,1,2,0,2.768037,1.883933
19311,81,1993,1,1,0,1,4.410799,5.183603
2765,11,1995,0,3,4,1,2.765625,1.665614
10309,40,2001,0,4,5,0,3.449578,0.450155
15871,66,1993,1,3,4,2,2.371618,2.04127
15944,66,1999,0,3,4,2,2.355299,1.901132
3996,16,1997,0,2,0,0,4.336719,2.432906
823,3,1991,0,0,2,2,2.631101,2.164656
7322,29,2002,1,4,5,0,4.352313,1.415662
9447,37,2007,0,5,5,0,3.382677,1.198786
11613,47,1991,0,5,1,0,4.048632,1.43592
1821,6,2000,1,3,4,2,2.545851,2.147462
16806,70,2002,0,5,5,0,3.249386,2.11768
2631,10,2009,1,5,5,0,4.091096,1.446052
10001,39,2001,0,3,4,0,4.223129,0.547597
7123,28,2010,0,2,2,0,4.981612,2.831877
2964,11,2012,0,3,3,1,2.838261,1.758207
11619,47,1992,0,4,5,0,4.044123,1.435736
16166,67,1999,1,3,4,2,2.738137,1.876636
10304,40,2001,1,4,5,0,3.449578,0.450155
9550,37,2016,1,4,0,0,3.360144,1.240083
12304,49,2014,0,2,2,0,3.339847,1.108806
18915,79,2011,1,1,4,2,3.760554,0.772363
4524,17,2015,0,1,4,2,2.194632,1.760847
796,2,2015,0,4,0,2,3.657683,1.822172
11498,46,2006,1,0,4,0,3.573916,4.416798
20314,85,2006,1,2,0,0,3.484572,1.032685
15099,63,1991,1,4,5,0,4.729642,1.164669
3276,13,2010,0,5,5,2,3.497159,2.708814
11238,45,1995,0,5,1,0,3.526879,0.667823
8700,34,1997,0,4,5,2,3.392958,3.2141
10420,40,2010,0,0,4,0,3.455801,0.46722
1991,7,2006,0,1,2,0,4.144456,0.73677
18069,75,2014,0,2,2,0,4.524133,1.770598
14900,62,2000,1,0,2,0,2.32588,1.910661
3180,13,2002,0,4,5,2,4.110734,2.705432
5228,20,2007,1,3,3,2,3.436416,1.68297
17765,74,2013,0,4,0,2,4.024939,1.769609
9066,35,2007,1,4,5,2,4.197154,2.038168
5246,20,2009,1,0,4,2,3.375126,1.706818
6118,24,1995,0,3,4,2,2.890751,1.920328
4347,17,2000,0,3,4,2,2.394519,1.616765
15991,66,2003,1,3,4,2,2.347841,1.821129
17594,74,1996,0,3,4,2,3.803386,1.710913
672,2,2005,1,0,4,2,3.655549,2.244914
4879,19,1999,0,3,4,0,3.02098,1.92017
4431,17,2007,1,3,3,2,2.365835,1.653701
3188,13,2003,1,1,2,2,4.109456,2.697842
10142,39,2013,0,2,2,0,3.996729,0.509059
7430,29,2011,0,3,3,0,4.347922,1.495237
14840,62,1993,1,0,2,0,2.280377,1.877198
18192,76,2003,0,2,0,0,3.957172,1.436158
13533,55,2001,0,1,2,0,4.123757,1.447156
2903,11,2007,1,3,3,1,2.851076,1.754046
12669,51,1992,0,0,2,2,2.673297,1.710386
2436,10,1991,0,2,0,0,3.627543,1.403034
17342,72,2003,1,2,0,0,3.395532,0.836631
4365,17,2002,1,4,5,2,2.412206,1.613577
15544,64,2007,1,0,4,0,2.747134,1.79294
610,2,2000,1,5,1,2,3.657305,2.265181
12608,50,2014,1,2,2,2,3.505226,1.296276
14957,62,2005,1,4,5,0,2.274279,1.971036
4447,17,2009,1,1,2,2,2.256667,1.731433
6818,27,2002,0,1,2,2,3.162425,1.045809
7883,31,2004,1,2,0,0,3.916444,1.991043
7887,31,2004,0,4,5,0,3.916444,1.991043
9954,39,1997,0,3,4,0,4.205758,0.548053
5282,20,2012,0,1,4,2,3.340647,1.721256
11504,46,2006,0,3,4,0,3.573916,4.416798
15964,66,2001,0,2,0,2,2.351199,1.857539
14815,62,1991,1,1,0,0,2.252338,1.850918
3136,13,1998,0,3,4,2,3.902352,2.621187
11832,47,2011,1,4,0,0,3.628451,1.378886
6534,25,2005,0,1,2,1,3.058823,2.920276
1634,5,2011,0,1,4,0,3.284905,1.950263
6584,25,2009,0,4,5,1,3.032828,2.801696
1053,3,2012,0,3,3,2,2.72184,1.990613
7530,30,1996,1,0,2,2,2.750939,1.919059
6140,24,1997,0,3,4,2,2.899459,1.900401
15319,63,2013,0,5,5,0,4.675021,1.287392
5934,23,2006,1,0,4,0,3.334813,1.778207
7326,29,2002,0,2,0,0,4.352313,1.415662
14099,58,2014,0,4,0,0,3.402352,0.692664
10456,40,2013,0,0,4,0,3.454904,0.466905
13130,54,1994,0,1,0,0,4.204405,0.800726
16272,67,2009,0,0,4,2,2.609186,2.019433
17663,74,2002,0,1,2,2,3.889723,1.736119
10109,39,2010,0,3,3,0,4.07706,0.519176
6038,23,2015,1,4,0,0,3.281306,1.760998
19203,80,2009,1,2,0,2,2.835529,2.855134
2556,10,2002,1,0,4,0,3.859915,1.478824
5127,20,1998,0,0,2,2,3.913582,1.615054
19397,81,2008,0,4,5,1,4.255071,4.966454
17682,74,2004,1,1,2,2,3.927429,1.746651
19440,81,2012,0,5,5,1,4.13143,4.955689
15763,65,2011,0,4,0,0,3.49216,0.734531
3344,14,1990,1,1,0,2,2.769279,1.874531
13049,53,2007,1,0,4,2,2.587538,1.806875
8325,32,2015,1,4,0,0,4.231759,1.131753
9541,37,2015,0,5,5,0,3.360755,1.231484
8134,32,1999,1,1,2,0,4.189615,1.074382
16393,68,2005,0,1,2,0,2.936018,0.850159
13411,55,1991,1,2,0,0,4.161383,1.674564
2227,8,2004,1,4,5,0,2.724301,1.573837
4098,16,2006,1,5,5,0,4.183396,2.585168
9900,39,1993,1,0,2,0,4.123589,0.547353
5522,22,1992,0,4,5,0,2.946446,1.869898
19192,80,2008,1,4,5,2,2.846388,2.824629
16905,70,2012,1,0,4,0,2.923721,2.220577
7432,29,2012,1,4,0,0,4.340423,1.490233
14721,61,2003,0,5,5,1,2.716396,0.903034
9565,38,1990,0,4,1,0,4.160592,1.695087
14622,61,1992,1,1,0,1,2.930071,1.056192
17456,72,2012,0,1,4,0,3.470575,0.902213
1282,4,2006,1,1,2,0,4.923528,1.453958
7892,31,2004,0,3,4,0,3.916444,1.991043
8016,31,2015,0,5,5,0,3.946206,1.927178
11266,45,1998,0,1,2,0,3.537333,0.670257
15264,63,2008,1,1,2,0,4.795229,1.296875
7678,30,2011,0,0,4,2,2.786203,2.040247
16626,69,2000,0,2,0,0,3.894925,0.491085
16775,69,2013,0,4,0,0,3.419186,0.47667
5760,22,2013,0,0,4,0,2.695241,2.133916
20031,84,2005,1,1,2,0,4.791258,2.070251
14057,57,2015,1,5,5,0,3.681866,1.424897
470,1,2014,0,2,2,0,2.539623,2.134396
669,2,2004,0,3,4,2,3.657002,2.254094
9811,38,2011,1,2,2,0,4.338509,2.131855
2091,7,2014,0,2,2,0,3.906875,0.734987
9560,38,1990,1,1,0,0,4.160592,1.695087
20194,85,1995,1,1,2,0,3.307213,0.996069
16400,68,2006,1,2,0,0,2.929147,0.851636
14003,57,2010,0,1,2,0,3.585173,1.432641
14943,62,2003,0,3,4,0,2.29521,1.949899
14674,61,1999,0,0,2,1,2.7643,0.967727
5932,23,2006,0,4,5,0,3.334813,1.778207
3320,13,2014,1,1,4,2,3.342011,2.700511
20163,85,1990,1,1,0,0,3.298194,1.026206
6966,28,1996,0,3,4,0,5.489475,2.677664
3931,16,1992,1,4,5,0,4.3947,2.241898
18449,77,2000,1,3,4,2,3.09092,0.941828
6730,26,2009,0,4,5,0,4.051133,5.015085
10215,40,1993,0,1,0,0,3.596572,0.449365
19183,80,2007,0,5,5,2,2.857855,2.787052
757,2,2012,1,4,0,2,3.648385,1.828883
9788,38,2009,1,2,0,0,4.34969,2.115312
11820,47,2010,1,0,4,0,3.634747,1.381121
14380,60,1995,1,5,1,2,2.821082,2.192437
8567,33,2013,0,5,5,2,2.77609,1.725146
10817,42,2007,0,2,0,0,3.094048,0.562141
773,2,2013,0,2,2,2,3.651044,1.825346
11135,44,1996,0,1,2,1,3.265102,1.026453
17768,74,2013,0,3,3,2,4.024939,1.769609
13144,54,1995,1,3,4,0,4.206622,0.804867
1030,3,2011,0,5,5,2,2.718093,1.990836
3668,15,1994,1,1,0,0,4.117476,1.502866
7055,28,2004,1,3,4,0,5.103527,2.869444
14913,62,2001,0,2,0,0,2.319913,1.920361
9385,37,2002,1,0,4,0,3.477466,1.180166
17073,71,2006,0,2,0,2,3.760696,1.576554
13068,53,2009,1,0,4,2,2.587371,1.840735
8040,32,1991,0,5,1,0,4.030599,1.047666
2006,7,2007,0,1,2,0,4.101758,0.738238
13928,57,2004,1,4,5,0,3.678936,1.455352
3559,14,2009,1,3,3,2,2.560258,1.830034
1024,3,2010,0,5,5,2,2.714179,1.990295
18135,76,1998,1,0,2,0,4.103192,1.446592
9995,39,2001,1,1,2,0,4.223129,0.547597
6704,26,2007,1,1,2,0,4.154931,4.9616
15500,64,2003,0,4,5,0,2.768037,1.883933
11857,47,2013,1,0,4,0,3.618721,1.372449
8213,32,2005,0,4,5,0,4.377243,1.07953
11055,43,2014,1,0,4,2,3.519001,3.55546
14499,60,2004,0,3,4,2,2.879062,2.235735
17889,75,1999,0,2,0,0,4.57244,1.732275
18257,76,2009,0,4,5,0,3.802627,1.390568
7583,30,2000,1,3,4,2,2.775152,1.840105
5380,21,2007,1,0,4,0,3.310162,1.081861
19003,80,1992,1,5,1,2,2.917563,2.410109
10908,42,2015,1,2,2,0,3.262431,0.57671
1410,5,1991,1,2,0,0,3.615811,1.71456
14367,60,1991,0,5,1,2,2.785556,2.169006
12447,50,2000,0,4,5,2,3.686279,1.228102
7221,29,1992,0,3,4,0,4.531907,1.382412
1832,6,2001,0,0,4,2,2.546409,2.149821
18242,76,2008,0,5,5,0,3.826025,1.40029
18689,78,1995,1,2,0,0,3.458776,1.520269
18060,75,2013,0,0,4,0,4.533727,1.808595
10517,41,2000,1,4,5,2,2.551216,1.363294
617,2,2000,0,2,0,2,3.657305,2.265181
19690,83,2002,0,5,5,0,4.185712,1.646296
14216,59,2005,1,1,2,2,2.677582,1.332072
14869,62,1995,0,0,2,0,2.298427,1.893764
10639,42,1991,1,4,5,0,3.064306,0.554292
12779,51,2001,0,2,0,2,2.764529,1.705871
11104,44,1993,1,3,4,1,3.271182,1.030464
6655,26,2000,1,3,4,0,4.483954,5.060739
3003,11,2015,0,3,3,1,2.837546,1.771524
1942,7,2002,1,1,2,0,4.279972,0.736535
13839,57,1996,0,3,4,0,3.948518,1.695924
16051,66,2008,1,3,3,2,2.334845,1.748436
7520,30,1995,0,0,2,2,2.75061,1.938496
18045,75,2012,0,2,2,0,4.541678,1.835134
15012,62,2009,0,0,4,0,2.282486,2.008557
10488,41,1990,0,3,2,2,2.578595,1.369656
6453,25,1998,1,3,4,1,3.138971,3.180736
2887,11,2006,1,2,0,1,2.855552,1.753858
4133,16,2008,1,3,3,0,4.080212,2.508826
11502,46,2006,0,1,2,0,3.573916,4.416798
1096,3,2016,1,1,4,2,2.747315,1.974356
16238,67,2006,0,1,2,2,2.644229,1.974473
7456,29,2014,0,5,5,0,4.316753,1.471849
10572,41,2005,0,2,0,2,2.566573,1.368957
17031,71,2003,1,2,0,2,3.744977,1.584707
10862,42,2011,1,0,4,0,3.146267,0.567478
13265,54,2005,0,3,4,0,4.050149,0.724737
1112,4,1991,1,5,1,0,4.671933,1.392997
18182,76,2002,0,0,4,0,3.982328,1.437574
6449,25,1998,0,1,2,1,3.138971,3.180736
3441,14,1999,0,5,1,2,2.740295,1.786741
14291,59,2011,0,4,0,2,2.654982,1.404515
